Cluster,Age,Income,Has_Children,TotalMnt,TotalPurchases,NumWebVisitsMonth,TotalAcceptedCmp,Days_Customer
0,0.0,0.0,0.999999977728924,0.0,0.0,0.9999999965106798,0.0,0.0
1,0.9999999972742604,0.99999999999971,0.0,0.9999999999902611,0.9999999991526314,0.0,0.9999999834578227,0.999999999625112
