BestCluster,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Age,Income,Has_Children,NumWebVisitsMonth,TotalAcceptedCmp,Days_Customer
0,0.07755266958688234,0.03333036865744653,0.02267538796973195,0.037593535381146,0.025338332320025223,0.07194056185041216,0.11182126078881241,0.033475558364938894,0.3111527115951895,0.46435155920775395,0.05676842392585666,0.8967551622418879,0.3192109144542773,0.042625368731563425,0.48450166905102493
1,0.4050790112708001,0.2888479738247832,0.2140584783454247,0.31574631808004033,0.22636215450666713,0.23941373406471173,0.21401097713816497,0.19340723453908984,0.6608024414325465,0.5141065177529588,0.10631853442060678,0.425904317386231,0.18203033838973162,0.16429404900816805,0.5401548803675192
